ISSCAP CODE,Species,Category,Source,Family,SpcID,StudyLocality,Region,StartYear,EndYear,Gear,GScore,GRank,Sex,K,KRank,M,F,Z,Tzero,ExpRate,ERRank,LenYear1,LenYear2,LenYear3,LenYear4,Yield,FecundityMin,FecundityMax,Fecundity,FcRank,MeanSizeMin,MeanSizeMax,MeanSize,LengthRangeMin,LengthRangeMax,Lr,Linf,LinfRank,MeanSizeByLinf,MeanSizeByLm,LrByLinf,LrRank,LmMin,LmMax,Lm,LmBL,LmRank,SpawningSeason,NumSpawningMonths,NSMRank,Dist,DistRank,MTL,MTLRank,BLD,BLDRank,CPI,CPIRank,PriceRank,RankTotal
45,Metapenaeus dobsoni,SC,AR2005-06,PENAEIDAE,4033,Karnataka,SW,2005,2006,Trawlnet,13.5,5,M,1,4,1.94,3.28,5.22,0,0.6283525,4,0,0,0,0,0,34500,160000,160000,6,0,0,0,0,0,61,97,6,0,,0.6288659794,1,0,0,69,0.7113402062,2,,12,1,36.99,3,2.51,5,6.666666667,3,662.8,6,4,50
45,Metapenaeus dobsoni,SC,"IJF 1978, 25  Ramamurthy,",PENAEIDAE,4033,Manglore,SW,1962,1971,trawl,13.5,5,M,0.12,1,0,0,4.61,0,0,0,0,0,0,0,0,0,0,160000,6,0,0,0,0,0,60,109.1,6,0,0,0.5499541705,2,0,0,69,0.6324472961,4,JAN-DEC,12,1,36.99,3,2.51,5,6.666666667,3,662.8,6,4,46
45,Metapenaeus dobsoni,SC,"IJF 1978, 25  Ramamurthy,",PENAEIDAE,4033,Manglore,SW,1962,1971,trawl,13.5,5,F,0.18,1,0,0,0,0,0,0,0,0,0,0,0,34500,160000,160000,6,0,0,0,0,0,60,120.9,6,0,0,0.4962779156,3,0,0,69,0.570719603,5,JAN-DEC,12,1,36.99,3,2.51,5,6.666666667,3,662.8,6,4,48
45,Metapenaeus dobsoni,SC,CMFRI annual report 2008-2009,PENAEIDAE,4033,Andhra Pradesh,SE,2007,2008,Trawl,13.5,5,M,1.4,5,1.54,5.24,6.78,0,0.7728613,5,0,0,0,0,0,0,0,160000,6,0,0,0,0,0,56,119,6,0,0,0.4705882353,3,0,0,69,0.5798319328,5,,3,5,36.99,3,2.51,5,6.666666667,3,81.5,1,4,56
45,Metapenaeus dobsoni,SC,CMFRI annual report 2008-2009,PENAEIDAE,4033,Andhra Pradesh,SE,2007,2008,Trawl,13.5,5,F,1.75,6,1.78,9.38,11.14,0,0.8420107,6,0,0,0,0,0,0,0,160000,6,0,0,0,0,0,56,125,6,0,0,0.448,3,0,0,69,0.552,5,,3,5,36.99,3,2.51,5,6.666666667,3,81.5,1,4,58
45,Metapenaeus dobsoni,SC,CMFRI annual report 2008-2009,PENAEIDAE,4033,Karnataka,SW,2008,2009,Trawlnet,13.5,5,C,1.2,4,2.23,1.59,3.82,0,0.4162304,2,0,0,0,0,0,0,0,160000,6,0,0,0,0,0,61,119,6,0,0,0.512605042,2,0,0,69,0.5798319328,5,,0,0,36.99,3,2.51,5,6.666666667,3,662.8,6,4,51
45,Metapenaeus monoceros,SC,Rao 1994 JMBAI 36: 1-18,PENAEIDAE,4035,Kakinada,SE,1974,1977,Trawlnet,4.5,1,M,1.68,6,2.42,1.94,4.36,0,0.4449541,2,95,142,163,,,155000,416273,338000,6,,,,,,84,178,6,,,0.4719101124,3,,,112,0.6292134831,4,,0,0,58.92,4,3.02,4,6.25,3,81.5,1,5,45
45,Metapenaeus monoceros,SC,Rao 1994 JMBA 36: 1-18,PENAEIDAE,4035,Kakinada,SE,1974,1977,Trawlnet,4.5,1,F,1.62,6,2.22,1.44,3.66,0,0.3934426,1,105,162,187,,,155000,416273,416273,6,,,,,,84,207,5,,,0.4057971014,3,,,116,0.5603864734,5,,0,0,58.92,4,3.02,4,6.25,3,81.5,1,5,44
45,Metapenaeus monoceros,SC,Smitha 1990 PhD thesis Mumbai Univ,PENAEIDAE,4035,Maharashtra,NW,1986,1988,Trawlnet,4.5,1,M,0.72,3,2.5,4.2,6.7,0,0.6268657,4,102,152,,,,155000,338000,338000,6,,,,,,84,201,5,,,0.4179104478,3,,,112,0.5572139303,5,,0,0,58.92,4,3.02,4,6.25,3,298.6,4,5,47
45,Metapenaeus monoceros,SC,Smitha 1990 PhD thesis Mumbai Univ,PENAEIDAE,4035,Maharashtra,NW,1986,1988,Trawlnet,4.5,1,F,0.68,3,2.5,2.67,5.17,0,0.516441,3,124,182,,,,155000,338000,338000,6,,,,,,84,250,5,,,0.336,4,,,112,0.448,5,,0,0,58.92,4,3.02,4,6.25,3,298.6,4,5,47
45,Metapenaeus monoceros,SC,"IJF1993,40(1,2)Sukumaran et al",PENAEIDAE,4035,Vishakhapatanam,SE,1985,1989,Trawlnet,4.5,1,M,1.8,6,1.8,6.25,8.05,0,0.7763975,5,149,0,0,0,0,155000,,338000,6,0,0,0,0,0,84,180,6,0,,0.4666666667,3,0,0,96,0.5333333333,6,Jan_apr,4,5,58.62,4,3.02,4,6.25,3,81.5,1,5,55
45,Metapenaeus monoceros,SC,Trophic  Modelling of Arabian Sea of Karnataka,PENAEIDAE,4035,Mangalore,SW,2000,2001,Trawlnet,4.5,1,C,2.7,6,3.95,4.02,7.97,0,0.5043915,3,,,,,2267,155000,338000,338000,6,,,120,,,70,195,6,0.6153846154,1,0.358974359,4,,,120,0.6153846154,4,"Nov, Dec",2,6,58.92,4,3.02,4,6.25,3,662.8,6,5,58
45,Metapenaeus monoceros,SC,AR05-06,PENAEIDAE,4035,Karnataka,SW,2005,2006,Trawlnet,4.5,1,F,1.6,6,2.82,2.94,5.76,0,0.5104166,3,0,0,0,0,0,155000,338000,338000,6,0,0,120,0,0,70,192,6,0,,0.3645833333,4,0,0,120,0.625,4,,2,6,58.92,4,3.02,4,6.25,3,662.8,6,5,58
45,Metapenaeus monoceros,SC,AR05-06,PENAEIDAE,4035,Karnataka,SW,2005,2006,Trawlnet,4.5,1,M,1.4,5,2.52,2.23,4.75,0,0.4694737,2,0,0,0,0,0,155000,338000,338000,6,0,0,0,0,0,70,150,6,0,,0.4666666667,3,0,0,120,0.8,1,,2,6,58.92,4,3.02,4,6.25,3,662.8,6,5,52
45,Metapenaeus monoceros,SC,"IJF1993,40(1,2)Sukumaran et al",PENAEIDAE,4035,Vishakhapatanam,SE,1985,1989,Trawlnet,4.5,1,F,1.8,6,1.8,4.53,6.33,0,0.7156398,5,173,0,0,0,0,155000,338000,338000,6,0,0,0,0,0,84,210,5,0,,0.4,4,0,0,116,0.5523809524,5,Jan_apr,4,5,58.92,4,3.02,4,6.25,3,81.5,1,5,54
45,Metapenaeus monoceros,SC,"IJF1999,46(3) Nandakumar et al",PENAEIDAE,4035,Kerala,SW,1991,1993,Trawlnet,4.5,1,F,1.8,6,2.35,4.71,7.06,0,0.6671388,4,0,0,0,0,0,155000,47930,390709,6,0,0,0,0,0,70,240,5,0,,0.2916666667,5,114,120,114,0.475,6,"Dec-Apr,Aug sep",7,3,58.92,4,3.02,4,6.25,3,662.8,6,5,58
45,Metapenaeus monoceros,SC,"IJF1999,46(3) Nandakumar et al",PENAEIDAE,4035,Kerala,SW,1991,1993,Trawlnet,4.5,1,M,1.5,5,2.35,5.4,7.75,0,0.6967742,4,0,0,0,0,0,155000,,338000,6,0,0,0,0,0,70,170,6,0,,0.4117647059,3,95,100,95,0.5588235294,5,"Dec-Apr,Aug sep",7,3,58.92,4,3.02,4,6.25,3,662.8,6,5,55
45,Metapenaeus monoceros,SC,CMFRI annual report 2008-2009,PENAEIDAE,4035,Andhra Pradesh,SE,2007,2008,Trawlnet,4.5,1,F,1.78,6,1.51,6.52,8.03,0,0.8119552,6,0,0,0,0,0,0,416273,416273,6,0,0,0,0,0,84,225,5,0,0,0.3733333333,4,0,0,120,0.5333333333,6,,0,,58.92,4,3.02,4,6.25,3,81.5,1,5,
45,Metapenaeus monoceros,SC,"IJMS, 1997,26 Chakraborty et al",PENAEIDAE,4035,Maharashtra,NW,1987,1990,Trawlnet,4.5,1,M,1.35,5,2.5,2,4.5,0,0.4444444,2,0,0,0,0,0,0,0,338000,6,0,0,0,0,0,84,180.5,6,0,0,0.4653739612,3,0,0,112,0.620498615,4,,0,0,58.92,4,3.02,4,6.25,3,298.6,4,5,47
45,Metapenaeus monoceros,SC,"IJMS, 1997,26 Chakraborty et al",PENAEIDAE,4035,Maharashtra,NW,1987,1990,Trawlnet,4.5,1,F,1.4,5,2.4,1.42,3.82,0,0.3717277,1,0,0,0,0,0,0,0,338000,6,0,0,0,0,0,84,219.2,5,0,0,0.3832116788,4,0,0,112,0.5109489051,6,,0,0,58.92,4,3.02,4,6.25,3,298.6,4,5,48
45,Metapenaeus monoceros,SC,"IJF1993,40(1,2)Sukumaran et al",PENAEIDAE,4035,Veraval,NW,1985,1989,Trawlnet,4.5,1,F,1.8,6,1.8,2.37,4.17,0,0.5683453,3,173,0,0,0,0,155000,338000,338000,6,0,0,0,0,0,84,210,5,0,,0.4,4,0,0,96,0.4571428571,6,Jan-Mar,3,5,58.92,4,3.02,4,6.25,3,298.6,4,5,56
45,Metapenaeus monoceros,SC,"IJF1993,40(1,2)Sukumaran et al",PENAEIDAE,4035,Veraval,NW,1985,1989,Trawlnet,4.5,1,M,1.8,6,1.8,2.48,4.28,0,0.5794392,3,149,0,0,0,0,155000,338000,338000,6,0,0,0,0,0,84,180,6,0,,0.4666666667,3,0,0,135,0.75,2,Jan-Mar,3,5,58.92,4,3.02,4,6.25,3,298.6,4,5,52
45,Metapenaeus monoceros,SC,"IJF1993,40(1,2)Sukumaran et al",PENAEIDAE,4035,Mumbai,NW,1985,1989,Trawlnet,4.5,1,F,1.8,6,1.8,2.88,4.68,0,0.6153846,4,173,0,0,0,0,155000,338000,338000,6,0,0,0,0,0,84,210,5,0,,0.4,4,0,0,135,0.6428571429,4,"Mar-Jun,Aug,Feb",6,4,58.92,4,3.02,4,6.25,3,298.6,4,5,54
45,Metapenaeus monoceros,SC,"IJF1993,40(1,2)Sukumaran et al",PENAEIDAE,4035,Mumbai,NW,1985,1989,Trawlnet,4.5,1,M,1.8,6,1.8,4.05,5.85,0,0.6923077,4,149,0,0,0,0,155000,338000,338000,6,0,0,0,0,0,84,180,6,0,,0.4666666667,3,0,0,135,0.75,2,"Mar-Jun,Aug,Feb",4,5,58.92,4,3.02,4,6.25,3,298.6,4,5,53
45,Metapenaeus monoceros,SC,"IJF,1987,34(3), Laithadevi",PENAEIDAE,4035,Kakinada,SE,1987,1987,Trawlnet,4.5,1,M,0.972,4,1.81,6.17,7.98,0,0.773183,5,0,0,0,0,0,53684,416273,416273,6,0,0,0,0,55,84,208,5,0,0,0.4038461538,3,0,0,120,0.5769230769,5,,0,0,58.92,4,3.02,4,6.25,3,81.5,1,5,46
45,Metapenaeus monoceros,SC,"IJF,1987,34(3), Laithadevi",PENAEIDAE,4035,Kakinada,SE,1987,1987,Trawlnet,4.5,1,F,0.996,4,1.84,3.65,5.49,0,0.6648452,4,0,0,0,0,0,0,0,416273,6,0,0,0,0,62,84,216,5,0,0,0.3888888889,4,0,0,120,0.5555555556,5,,0,0,58.92,4,3.02,4,6.25,3,81.5,1,5,46
45,Metapenaeus monoceros,SC,"Proc.Mar,Fishing and Fish Processing 1988, George",PENAEIDAE,4035,Karwar,SE,1988,1988,Trawlnet,4.5,1,M,0.47,2,1.88,2.69,3.16,0,0.8512658,6,0,0,0,0,0,155000,338000,338000,6,0,0,0,0,0,70,190,6,0,0,0.3684210526,4,0,0,112,0.5894736842,5,,0,0,58.92,4,3.02,4,6.25,3,81.5,1,5,47
45,Metapenaeus monoceros,SC,"Proc.Mar,Fishing and Fish Processing 1988, George",PENAEIDAE,4035,Karwar,SE,1988,1988,Trawlnet,4.5,1,F,0.45,2,1.8,0.61,1.06,0,0.5754718,3,0,0,0,0,0,155000,338000,338000,6,0,0,0,0,0,70,225,5,0,0,0.3111111111,4,0,0,112,0.4977777778,6,,2,6,58.92,4,3.02,4,6.25,3,81.5,1,5,50
45,Metapenaeus monoceros,SC,CMFRI annual report 2008-2009,PENAEIDAE,4035,Karnataka,SW,2008,2009,Trawlnet,4.5,1,C,1.5,5,2.23,3.17,5.4,0,0.587037,3,0,0,0,0,0,0,0,338000,6,0,0,0,0,0,70,123,6,0,0,0.5691056911,2,0,0,120,0.9756097561,1,,2,6,58.92,4,3.02,4,6.25,3,662.8,6,5,52
45,Metapenaeus monoceros,SC,CMFRI annual report 2008-2009,PENAEIDAE,4035,Andhra Pradesh,SE,2007,2008,Trawlnet,4.5,1,M,2.2,6,1.84,6.95,8.79,0,0.7906712,5,0,0,0,0,0,0,416273,338000,6,0,0,0,0,0,84,185,6,0,0,0.4540540541,3,0,0,120,0.6486486486,4,,0,,58.92,4,3.02,4,6.25,3,81.5,1,5,
45,Parapenaeopsis hardwickii,SC,Smitha 1990 PhD thesis Mumbai Univ,PENAEIDAE,4042,Maharashtra,NW,1986,1988,Trawlnet,9.1,3,M,1.65,6,1.7,1.32,3.02,0,0.4370861,2,59,65,0,0,0,17250,121570,121570,5,0,0,0,0,0,0,157,6,0,,0,0,0,0,73,0.465,6,,0,0,64.52,4,2.51,5,6.666666667,3,298.6,4,4,48
45,Parapenaeopsis hardwickii,SC,Smitha 1990 PhD thesis Mumbai Univ,PENAEIDAE,4042,Maharashtra,NW,1986,1988,Trawlnet,9.1,3,F,0.69,3,1.94,4.15,6.09,0,0.681445,4,78,117,0,0,0,17250,121570,121570,5,0,0,0,0,0,0,157,6,0,,0,0,0,0,73,0.4649681529,6,,0,0,64.52,4,2.51,5,6.666666667,3,298.6,4,4,47
45,Parapenaeopsis maxillipedo,SC,"IJF,2000, 47(3), Thangaraj",PENAEIDAE,4043,Chennai,SE,1989,1999,Trawlnet,12.1,4,M,2.6132,6,3.8301,3.0985,8.54,,0.362822,1,100,107,,,,,,200000,6,,,,41,105,0,108.01,6,,,0,0,,,59,0.546245718,6,,3,5,92.3,6,2.51,5,6.25,3,81.5,1,3,52
45,Parapenaeopsis maxillipedo,SC,"IJF,2000, 47(3), Thangaraj",PENAEIDAE,4043,Chennai,SE,1989,1999,Trawlnet,12.1,4,F,2.214,6,4.372,4.863,6.39,,0.7610329,5,105,116,,,,,,200000,6,,,,41,115,0,117.7,6,,,0,0,,,59,0.5012744265,6,"Jun,Aug,Oct",3,5,92.3,6,2.51,5,6.25,3,81.5,1,3,56
45,Parapenaeopsis stylifera,SC,AR2005-06,PENAEIDAE,4045,Karnataka,SW,2005,2006,Trawlnet,11.7,4,F,1.5,5,2.67,1.83,4.5,0,0.4066667,2,0,0,0,0,0,39500,236000,236000,6,0,0,0,0,0,46,123,6,0,,0.3739837398,4,0,0,75,0.6097560976,4,,3,5,79.14,5,2.51,5,8.333333333,3,662.8,6,4,59
45,Parapenaeopsis stylifera,SC,Smitha 1990 PhD thesis Mumbai Univ,PENAEIDAE,4045,Maharashtra,NW,1986,1988,Trawlnet,11.7,4,M,0.78,3,3,4.1,7.1,0,0.5774648,3,74,96,0,0,0,39500,236000,236000,6,0,0,0,0,0,56,133,6,0,,0.4210526316,3,0,0,75,0.5639097744,5,MAR-MAY,3,5,79.14,5,2.51,5,8.333333333,3,298.6,4,4,56
45,Parapenaeopsis stylifera,SC,AR2005-06,PENAEIDAE,4045,Karnataka,SW,2005,2006,Trawlnet,11.7,4,M,1.3,5,2.4,1.8,4.2,0,0.4285714,2,0,0,0,0,0,39500,236000,236000,6,0,0,0,0,0,46,98,6,0,,0.4693877551,3,0,0,75,0.7653061224,1,,3,5,79.14,5,2.51,5,8.333333333,3,662.8,6,4,55
45,Parapenaeopsis stylifera,SC,Smitha 1990 PhD thesis Mumbai Univ,PENAEIDAE,4045,Maharashtra,NW,1986,1988,Trawlnet,11.7,4,F,0.81,3,2.32,4.9,7.22,0,0.6786704,4,87,127,0,0,0,39500,236000,236000,6,0,0,0,0,0,56,160,6,0,,0.35,4,0,0,75,0.46875,6,MAR-MAY,3,5,79.14,5,2.51,5,8.333333333,3,298.6,4,4,59
45,Parapenaeopsis stylifera,SC,IJF49(4) 2002 Sarada,PENAEIDAE,4045,Calicut,SW,1987,1992,TRAWLNET,11.7,4,M,2.47,6,2.7,7.13,9.83,0,0.7253307,5,102,0,0,0,0,0,0,236000,6,0,0,0,0,0,51,111.8,6,0,0,0.4561717352,3,0,0,75,0.6708407871,3,"OCT,NOV,DEC",3,5,79.14,5,2.51,5,8.333333333,3,662.8,6,4,61
45,Parapenaeopsis stylifera,SC,IJF49(4) 2002 Sarada,PENAEIDAE,4045,Calicut,SW,1987,1992,TRAWLNET,11.7,4,F,2.29,6,2.5,3.91,6.4,0,0.6109375,4,118,0,0,0,0,0,0,236000,6,0,0,0,0,0,46,132,6,0,0,0.3484848485,4,0,0,75,0.5681818182,5,"OCT,NOV,DEC",3,5,79.14,5,2.51,5,8.333333333,3,662.8,6,4,63
45,Parapenaeopsis stylifera,SC,"IJMS, 1997,26 Chakraborty et al",PENAEIDAE,4045,Maharashtra,NW,1987,1990,Trawlnet,11.7,4,M,1.45,5,2.96,7.82,10.78,0,0.7254175,5,0,0,0,0,0,0,0,236000,6,0,0,0,0,0,56,119.2,6,0,0,0.4697986577,3,0,0,75,0.6291946309,4,MAR-MAY,3,5,79.14,5,2.51,5,8.333333333,3,298.6,4,4,59
45,Parapenaeopsis stylifera,SC,"IJMS, 1997,26 Chakraborty et al",PENAEIDAE,4045,Maharashtra,NW,1987,1990,Trawlnet,11.7,4,F,2.15,6,3.6,4,7.6,0,0.5263158,3,0,0,0,0,0,0,0,236000,6,0,0,0,0,0,56,140.8,6,0,0,0.3977272727,4,0,0,75,0.5326704545,6,MAR-MAY,3,5,79.14,5,2.51,5,8.333333333,3,298.6,4,4,61
45,Parapenaeopsis stylifera,SC,CMFRI annual report 2008-2009,PENAEIDAE,4045,Karnataka,SW,2008,2009,Trawlnet,11.7,4,C,1.4,5,2.76,3.2,5.96,0,0.5369127,3,0,0,0,0,0,0,0,236000,6,0,0,0,0,0,46,192,6,0,0,0.2395833333,5,0,0,75,0.390625,4,,3,5,79.14,5,2.51,5,8.333333333,3,662.8,6,4,61
45,Penaeus indicus,SC,"IJF1993,40(1,2) Rao et al",PENAEIDAE,4062,East coast,"SE,NE",1984,1988,Trawl,12.1,4,F,2,6,2,8,10,0,0.8,6,200,0,0,0,0,68000,731000,731000,6,0,0,0,0,0,103,230,5,0,0,0.447826087,3,0,0,120,0.5217391304,6,"MAY,JUL,AUG,SEP",4,5,100,6,2.51,5,4.545454545,2,48.8,1,5,60
45,Penaeus indicus,SC,"IJF1993,40(1,2) Rao et al",PENAEIDAE,4062,East coast,"SE,NE",1984,1988,Trawl,12.1,4,M,2,6,2,5.41,7.41,0,0.7300944,5,180,0,0,0,0,0,0,731000,6,0,0,0,0,0,103,200,6,0,0,0.515,2,0,0,120,0.6,5,"MAY,JUL,AUG,SEP",4,5,100,6,2.51,5,4.545454545,2,48.8,1,5,58
45,Penaeus indicus,SC,"IJF 2006 53 (4) 2006,Sarada",PENAEIDAE,4062,sw,SW,2002,2004,TRAWL,12.1,4,M,1.4,5,1.7,4.9,6.6,0,0.7424242,5,133,168,0,0,0,0,0,731000,6,0,0,0,0,0,103,178.8,6,0,0,0.5760626398,2,0,0,130,0.7270693512,2,OCT-APR,6,4,100,6,2.51,5,4.545454545,2,662.8,6,5,58
45,Penaeus indicus,SC,"IJF 2006 53 (4) 2006, Sarada",PENAEIDAE,4062,sw,SW,2002,2004,TRAWL,12.1,4,F,1.2,4,1.5,5.2,6.7,0,0.7761194,5,128,168,0,0,0,0,0,731000,6,0,0,0,0,0,103,183,6,0,0,0.5628415301,2,0,0,130,0.7103825137,2,OCT-APR,6,4,100,6,2.51,5,4.545454545,2,662.8,6,5,57
45,Penaeus monodon,SC,Lalithadevi 1987 IJF 34: 245-264,PENAEIDAE,4066,Kakinada,SE,1982,1986,Trawlnet,10.5,4,M,2.32,6,2.02,3.11,5.13,0,0.6062378,4,,,,,,68000,731000,1000000,6,,,,,,52,297,5,,,0.1750841751,6,,,130,0.4377104377,5,,4,5,33.12,2,2.51,5,6.25,3,81.5,1,6,58
45,Penaeus monodon,SC,"IJF1993,40(1,2) Rao et al",PENAEIDAE,4066,East coast,NE,1980,1984,Trawlnet,10.5,4,F,1.59,6,1.84,4.19,6.03,0,0.694859,4,0,0,0,0,0,68000,731000,1000000,6,0,0,0,0,0,52,331,5,0,0,0.1570996979,6,0,0,130,0.3927492447,4,"May,Jul,Aug,Sep",4,5,33.12,2,2.51,5,6.25,3,16.1,1,6,57
45,Penaeus monodon,SC,Lalithadevi 1987 IJF 34: 245-264,PENAEIDAE,4066,Kakinada,SE,1982,1986,Trawlnet,10.5,4,F,1.21,5,2.89,7.69,10.58,0,0.7268431,5,,,,,,68000,731000,1000000,6,,,,,,52,357,5,,,0.1456582633,6,,,130,0.3641456583,4,,4,5,33.12,2,2.51,5,6.25,3,81.5,1,6,57
45,Penaeus monodon,SC,"IJF1993,40(1,2) Rao et al",PENAEIDAE,4066,East coast,SE,1980,1984,Trawlnet,10.5,4,M,1.51,6,2.05,4.14,6.19,0,0.6688207,4,0,0,0,0,0,,,1000000,6,0,0,0,0,0,52,285,5,0,0,0.1824561404,6,0,0,130,0.4561403509,6,"May,Jul,Aug,Sep",4,5,33.12,2,2.51,5,6.25,3,81.5,1,6,59
45,Penaeus semisulcatus,SC,"IJF 1993,40(1,2) Rao et al",PENAEIDAE,4068,East coast,"SE,NE",1986,1988,trawl,12.1,4,F,1.3,5,1.3,4.95,6.25,0,0.792,5,195,0,0,0,0,51605,660904,660904,6,0,0,0,0,0,52,261,5,0,0,0.1992337165,6,0,0,23,0.08812260536,1,"June_sept,Jan_feb",6,4,96.3,6,2.51,5,5,2,48.8,1,6,56
45,Penaeus semisulcatus,SC,"IJF 1993,40(1,2), Rao et al",PENAEIDAE,4068,East coast,"SE,NE",1986,1988,trawl,12.1,4,M,1.7,6,1.7,8.925,10.625,0,0.84,6,170,0,0,0,0,,0,660904,6,0,0,0,0,0,60,210,5,0,0,0.2857142857,5,0,0,23,0.1095238095,1,"June_sept,Jan_feb",6,4,96.3,6,2.51,5,5,2,48.8,1,6,57
45,Penaeus semisulcatus,SC,"IJF 1994,41(2),Maheswarudu et al",PENAEIDAE,4068,Pamban,SE,1988,1989,Trawlnet,12.1,4,M,1.7,6,2.61,12.95,15.56,0,0.8322622,6,170,200,205,0,0,0,0,660904,6,0,0,0,71,225,71,204.7,5,0,0,0.3468490474,4,0,0,23,0.1123595506,1,"Jul_sep,Feb-Mar",5,4,96.3,6,2.51,5,5,2,81.5,1,6,56
45,Penaeus semisulcatus,SC,"IJF 1994,41(2),Maheswarudu et al",PENAEIDAE,4068,Pamban,SE,1988,1989,Trawlnet,12.1,4,F,1.37,5,2.1,6.05,8.15,0,0.7423313,5,200,250,265,0,0,0,0,660904,6,0,0,0,60,285,60,267.4,5,0,0,0.2243829469,5,0,0,23,0.08601346298,1,"Jul_sep,Feb-Mar",5,4,96.3,6,2.51,5,5,2,81.5,1,6,55
45,Penaeus semisulcatus,SC,"IJF 1994,41(2),Maheswarudu et al",PENAEIDAE,4068,Pamban,SE,1987,1988,Trawlnet,12.1,4,F,1.37,5,2.1,8.32,10.42,,0.7984645,5,200,250,265,0,0,0,0,660904,6,0,0,0,60,285,60,267.4,5,0,0,0.2243829469,5,0,0,23,0.08601346298,1,"Jul_sep,Feb-Mar",5,4,96.3,6,2.51,5,5,2,81.5,1,6,55
45,Penaeus semisulcatus,SC,"IJF 1994,41(2),Maheswarudu et al",PENAEIDAE,4068,Pamban,SE,1986,1987,Trawlnet,12.1,4,F,1.37,5,2.1,7.19,9.29,0,0.7739505,5,200,250,265,0,0,0,0,660904,6,0,0,0,60,285,60,267.4,5,0,0,0.2243829469,5,0,0,23,0.08601346298,1,"Jul_sep,Feb-Mar",5,4,96.3,6,2.51,5,5,2,81.5,1,6,55
45,Penaeus semisulcatus,SC,"IJF 1994,41(2),Maheswarudu et al",PENAEIDAE,4068,Mandapam,SE,1988,1989,Trawlnet,12.1,4,F,1.16,4,1.78,8.25,10.03,0,0.8225324,6,195,250,270,0,0,0,0,660904,6,0,0,0,60,285,60,279.1,5,0,0,0.2149767109,5,0,0,23,0.08240773916,1,"Jul_sep,Feb-Mar",5,4,96.3,6,2.51,5,5,2,81.5,1,6,55
45,Penaeus semisulcatus,SC,"IJF 1994,41(2),Maheswarudu et al",PENAEIDAE,4068,Mandapam,SE,1987,1988,Trawlnet,12.1,4,F,1.16,4,1.78,5.71,7.49,0,0.7623498,5,195,250,270,0,0,0,0,660904,6,0,0,0,60,285,60,279.1,5,0,0,0.2149767109,5,0,0,23,0.08240773916,1,"Jul_sep,Feb-Mar",5,4,96.3,6,2.51,5,5,2,81.5,1,6,54
45,Penaeus semisulcatus,SC,"IJF 1994,41(2),Maheswarudu et al",PENAEIDAE,4068,Mandapam,SE,1986,1987,Trawlnet,12.1,4,F,1.16,4,1.78,5.12,6.9,0,0.742029,5,195,250,270,0,0,0,0,660904,6,0,0,0,60,285,60,279.1,5,0,0,0.2149767109,5,0,0,23,0.08240773916,1,"Jul_sep,Feb-Mar",5,4,96.3,6,2.51,5,5,2,81.5,1,6,54
45,Penaeus semisulcatus,SC,"IJF 1994,41(2),Maheswarudu et al",PENAEIDAE,4068,Pamban,SE,1987,1988,Trawlnet,12.1,4,M,1.7,6,2.61,6.59,9.2,0,0.7163044,5,170,200,205,0,0,0,0,660904,6,0,0,0,71,225,71,204.7,5,0,0,0.3468490474,4,0,0,23,0.1123595506,1,"Jul_sep,Feb-Mar",5,4,96.3,6,2.51,5,5,2,81.5,1,6,55
45,Penaeus semisulcatus,SC,"IJF 1994,41(2),Maheswarudu et al",PENAEIDAE,4068,Pamban,SE,1986,1987,Trawlnet,12.1,4,M,1.7,6,2.61,8.8,11.41,0,0.7712533,5,170,200,205,0,0,0,0,660904,6,0,0,0,71,225,71,204.7,5,0,0,0.3468490474,4,0,0,23,0.1123595506,1,"Jul_sep,Feb-Mar",5,4,96.3,6,2.51,5,5,2,81.5,1,6,55
45,Penaeus semisulcatus,SC,"IJF 1994,41(2),Maheswarudu et al",PENAEIDAE,4068,Mandapam,SE,1988,1989,Trawlnet,12.1,4,M,1.34,5,2.06,15.34,17.4,0,0.8816092,6,170,215,230,0,0,0,0,660904,6,0,0,0,71,225,71,231.4,5,0,0,0.3068280035,4,0,0,23,0.09939498704,1,"Jul_sep,Feb-Mar",5,4,96.3,6,2.51,5,5,2,81.5,1,6,55
45,Penaeus semisulcatus,SC,"IJF 1994,41(2),Maheswarudu et al",PENAEIDAE,4068,Mandapam,SE,1987,1988,Trawlnet,12.1,4,M,1.34,5,2.06,15.21,17.27,0,0.880718,6,170,215,230,0,0,0,0,660904,6,0,0,0,71,225,71,231.4,5,0,0,0.3068280035,4,0,0,23,0.09939498704,1,"Jul_sep,Feb-Mar",5,4,96.3,6,2.51,5,5,2,81.5,1,6,55
45,Penaeus semisulcatus,SC,"IJF 1994,41(2),Maheswarudu et al",PENAEIDAE,4068,Mandapam,SE,1986,1987,Trawlnet,12.1,4,M,1.34,5,2.06,5.06,7.12,0,0.7106742,5,170,215,230,0,0,0,0,660904,6,0,0,0,71,225,71,231.4,5,0,0,0.3068280035,4,0,0,23,0.09939498704,1,"Jul_sep,Feb-Mar",5,4,96.3,6,2.51,5,5,2,81.5,1,6,54
45,Acetes indicus,SC,Trophic Modelling of Arabian Sea of Karnataka,SERGESTIDAE,4082,Mangalore,SW,1999,2000,Trawlnet,9.8,3,C,1.6,6,4.26,1.13,5.39,0,0.2096475,1,,,,,97,4333,10300,10300,2,,,,,,6,40,6,,,0.15,6,,,30,0.75,2,,12,1,68.17,5,3.02,4,3.66,2,662.8,6,1,45
